Spanish,English,no a veces de elefantes beben milk,Sometimes elephants drink milk
Spanish,English,como llegar a,how to get to
Spanish,English,fondo,background
Spanish,English,enlaces,Links
Spanish,English,connection compartida,Shared connection
English,Spanish,a private person can let their apartment,Una persona privada puede dejar su apartamento
English,Spanish,i am looking for sun protection cream,Busco crema de protección solar
Spanish,English,añadir,Add
Spanish,English,leidos,Read
Spanish,English,se vende,for Sale
Spanish,English,borrar,delete
Spanish,English,añadir huésped,Add guest
Spanish,English,menos mal,goodness
Spanish,English,puso en marcha,started
Spanish,English,puso fin,Ended
Spanish,English,ya que no ha habido,Since there have been no
Spanish,English,Espero que el próximo Domingo que vaya al patinar haya más gente y quiero fotos ya que hoy no ha habido.,I hope that next Sunday I go to skating there are more people and I want photos since today there has not been.
Spanish,English,ya leo que lo pasasteis genial hoy.que envidia,I already read that you had a great time today. That envy
Spanish,English,No hay nada que disculpar.La culpa no es tuya Edu.,There is nothing to apologize for. The fault is not yours Edu.
English,Spanish,thanks for having me in the group.I am looking forward to meeting you all.,Gracias por tenerme en el grupo. Espero conocerlos a todos.
English,Spanish,can i have one of each,Puedo tener uno de cada
English,Spanish,how do i get to,como llego a
English,Spanish,how much does this cost,Cuánto cuesta este
English,Spanish,Buenos dias.thanks for having me in the group.I am looking forward to meeting you all.kai,Buenos dias Gracias por tenerme en el grupo. Espero conocerlos a todos. Kai
Spanish,English,que vaya bien,That goes well
English,Spanish,twenty,veinte
Spanish,English,desde,since
English,Spanish,one ticket to atocha,Un boleto para atocha
English,Spanish,can I take a picture for my mother to show her the great fish you have,Puedo tomar una foto para mi madre para mostrarle el gran pez que tiene
English,Spanish,"one hundred thirty, one hundred forty, one hundred fifty, one hundred sixty","Ciento treinta, ciento cuarenta, ciento cincuenta, ciento sesenta"
Spanish,English,tamaño,size
English,Spanish,ashtray,cenicero
Spanish,English,que te hagas,What do you do
English,Spanish,the plates are not mine,Las placas no son mías
Spanish,English,es tuyo,it's yours
English,Spanish,do you know what i need to apply for resistencia,Sabes lo que necesito para aplicar resistencia
English,Spanish,can i do everything in aravaca,Puedo hacer todo en aravaca
Spanish,English,cuanto.cual.cuando.quien.quienes.cuales.,how much. which. when. who. Who. which.
English,Spanish,do you have prepaid cards ready to use,¿Tiene tarjetas prepagas listas para usar?
English,Spanish,do you speak english,habla usted Inglés
Spanish,English,es tuya,it's yours
English,Spanish,i start working next month in spain do i need any paper work from you for my employer,Empiezo a trabajar el mes que viene en España ¿necesito algún trabajo de papel de usted para mi empleador
English,Spanish,you have saved me from fainting,Me has salvado de desmayarme
Spanish,English,pasear,take a walk
English,Spanish,tomorrow i will be at the retiro again,Mañana estaré en el retiro de nuevo
English,Spanish,on my way home with cercanias.so tired,En mi camino a casa con cercanias. Tan cansado
English,Spanish,can i take this with me,Puedo llevarme esto conmigo
English,Spanish,what time is best for Retiro?,¿Qué hora es mejor para Retiro?
English,Spanish,it so hot outside.i dont know what to do?the pool in my house is broken.,Es tan caliente afuera. ¿no se que hacer? La piscina de mi casa está rota.
English,Spanish,i was thinking about to take my skates to madrid rio and then later to come to Retiro,Estaba pensando en llevar mis patines a madrid rio y luego a venir a Retiro
English,Spanish,ok.I will give it a try,De acuerdo. Voy a darle una oportunidad
English,Spanish,it seem to make no difference.whatsapp still works,Parece no hacer ninguna diferencia. Whatsapp aún funciona
English,Spanish,yes twice already.When I go for a cafe I also take him with me.,Sí dos veces. Cuando voy a un café también lo llevo conmigo.
English,Spanish,do you have books to learn spanish,Tienes libros para aprender español
English,Spanish,I like to eat something,Me gusta comer algo
English,Spanish,I definitely bring my skates,Definitivamente traigo mis patines
English,Spanish,I definitely,Yo definitívamente
Spanish,English,Ni idea...te animarias a patinar????,No idea ... would you dare to skate ????
Spanish,English,encontrarme,To meet
Spanish,English,Hola todos.Me gusta conocer gente que le gusta hablar inglés pero también mejorar mi español.¿La reunión es hoy?,Hello everyone. I like to meet people who like to speak English but also to improve my Spanish. Is the meeting today?
English,Spanish,meet,reunirse
Spanish,English,aproximadamente,approximately
German,Spanish,ungefähr,sobre
English,Spanish,around what time are you there,A que hora estas ahi
Spanish,English,"Venga, menos cachondeito y mas patinar!!Que hoy hay Pink.","Come on, less fooling and more skating !! That there is Pink today."
Spanish,English,"Venga, menos cachondeo y mas patinar","Come on, less fooling and more skating"
English,Spanish,i start,empiezo
English,Spanish,outside,fuera de
English,Spanish,can't wait to,No puedo esperar a
Spanish,English,suelo,floor
English,Spanish,one ticket,un boleto
English,Spanish,how many meters,Cuantos metros
Spanish,English,pasarlo bien,have fun
English,Spanish,i have a question.is there a place  where I can buy,tengo una pregunta. Hay un lugar donde puedo comprar
Spanish,English,nos vemos,see you
English,Spanish,meeting point,punto de encuentro
English,Spanish,if you want some pasta.take it,Si quieres algo de pasta. tómalo
Spanish,English,espere,I waited
Spanish,English,tuvierion,You are
English,Spanish,where,dónde
English,Spanish,where are you,Dónde estás
Spanish,English,adonde vas ahora,where are you going now
Spanish,English,voy,I go
English,Spanish,I am more in the listening stage.But I am getting better everyday.,Estoy más en la fase de escucha. Pero estoy mejorando cada día.
English,Spanish,blister,ampolla
English,Spanish,i only speak very little  spanish,Solo hablo muy poco español
Spanish,English,les,them
English,Spanish,where do you want to go,a donde quieres ir
English,Spanish,i have a question,tengo una pregunta
Spanish,English,lo que dicho,What I said
English,Spanish,paperback book,Libro de bolsillo
English,Spanish,can i have,¿puedo tener
Spanish,English,quiero aprender español,I want to learn Spanish
English,Spanish,can I help,puedo ayudar
Spanish,English,quiero tomar un cafe para afuera,I want to have a coffee outside
Spanish,English,que no cunda de pánico,Do not panic
Spanish,English,el tiene que de saber,He has to know
Spanish,English,bueno dia,good day
Spanish,English,buenos dias,good morning
Spanish,English,tiene que ser,must be
Spanish,English,tiene que,has to
Spanish,English,tiene que ver con,is related to
Spanish,English,mudó de londres,Changed london
Spanish,English,algodón,cotton
English,Spanish,is there a store around.,Hay una tienda alrededor.
Spanish,English,flotando,Floating
Spanish,English,carreteraspavo,Highways
Spanish,English,al parecer,apparently
Spanish,English,salió,he left
Spanish,English,como se dice,How do you say
Spanish,English,"Venga, menos cachondeito y mas patinar","Come on, less dumb and more skating"
Spanish,English,quieres?,you want?
Spanish,English,vincular,link
Spanish,English,eligit,Choose
English,Spanish,weight,peso
Spanish,English,ambos,both of them
English,Spanish,is this the last stop,Es esta la última parada
English,Spanish,there is no chance to change today,No hay oportunidad de cambiar hoy
English,Spanish,i like to pick up,me gusta de recogida
Spanish,English,pena,pain
English,Spanish,do you like to see me this weekend,Te gusta verme este fin de semana
English,Spanish,are you going to pozuelo,¿es usted va a Pozuelo
English,Spanish,why did he not stop,¿por qué él no deje de
Spanish,English,carnet,license
Spanish,English,semáforo,traffic light
Spanish,English,enviar,submit
English,Spanish,do you have a woman that speaks english,¿Tienes una mujer que hable inglés?
English,Spanish,do you have a person that speaks english,Tienes una persona que hable inglés?
English,Spanish,you have a woman that speaks english,Tienes una mujer que habla ingles
English,Spanish,fill out,llenar
English,Spanish,highway,autopista
Spanish,English,mudó,Mute
Spanish,English,aclarado,cleared up
Spanish,English,no me tires,Do not take me away
Spanish,English,carreteraspavo real,Real highways
Spanish,English,que tengas,That you have
Spanish,English,rota,broken
English,Spanish,i don't understand what you mean,No entiendo lo que quieres decir
Spanish,English,no me tales,I do not like them
Spanish,English,no me vale,this is not useful for me
Spanish,English,quejas de deglucion,Swallowing complaints
Spanish,English,harías cualquier cosa,You would do anything
Spanish,English,ambas,Both
Spanish,English,suficiente,enough
Spanish,English,hombros,Shoulders
Spanish,English,anillas,Rings
Spanish,English,rodillas,knees
Spanish,English,furgonetas,Vans
German,Spanish,the sides short and the top longer.and the back fasson,Los lados cortos y la parte superior más largo. y la posterior Fasson
English,Spanish,i am here to see the flat.i am to early.i can come back at 5,Estoy aquí para ver el piso. Soy temprano Puedo regresar a las 5
English,Spanish,can you repeat what you said,Puedes repetir lo que dijiste
English,Spanish,Ok I have somebody call you that speaks spanish,"Ok, tengo alguien que te llame que habla español"
English,Spanish,I am calling for the apartment at golondrina number 59,Estoy llamando para el apartamento en golondrina número 59
Spanish,English,estaban,They were
Spanish,English,deberia,should
Spanish,English,no me toques,do not touch me
Spanish,English,tales como,such as
Spanish,English,tales,such
English,Spanish,i am just looking,solo estoy viendo
Spanish,English,tienes un minuto?,You got a minute?
English,Spanish,do you have,tienes
Spanish,English,los todos modos,Anyway
Spanish,English,sino que,but
Spanish,English,fijarse,set
Spanish,English,fijar,pin up
Spanish,English,lo que de dices,What you say
Spanish,English,hasta aqui,up to this point
Spanish,English,lo que hace es,What he does is
Spanish,English,para que busque,To look for
Spanish,English,ya no este,No longer this
Spanish,English,ocurre,It happens
Spanish,English,muchos casos,many cases
Spanish,English,de echo,in fact
English,Spanish,i changed my mind,Cambié de opinión
Spanish,English,no te pago,I do not pay you
Spanish,English,ambos casos,both cases
English,Spanish,please send again to,Por favor envíe de nuevo a
Spanish,English,de vez in cuando,Once in a while
Spanish,English,subo,I upload
Spanish,German,sepia a la plancha,Tintenfisch
Spanish,German,setas al cabrales,Pilze cabrales
Spanish,German,brocheta de pollo,aufgespießt Huhn
Spanish,English,apoyar,support
Spanish,English,perfiles,Profiles
Spanish,English,lo que sea,whatever
Spanish,English,lo qual es,Which is
Spanish,English,no se pide,No request
English,Spanish,can i buy a ticket for a week,¿puedo comprar un billete de una semana
Spanish,English,desplazando,Displacing
Spanish,English,seguir desplazando,Keep moving
Spanish,English,equipo,equipment
English,Spanish,tools,herramientas
German,Spanish,werkzeug,herramienta
Spanish,German,puesto,Post
Spanish,English,esconder,hide
Spanish,English,edades,Ages
Spanish,English,ambicioso,ambitious
English,Spanish,broken,roto
English,Spanish,see you tomorrow.i bought a bike today.so I be quicker.,te veo mañana. Compré una bicicleta hoy Así que seré más rápido.
English,Spanish,see you tomorrow,te veo mañana
English,Spanish,done it,hecho
English,Spanish,homework,deberes
Spanish,English,a la venta,for sale
English,Spanish,let's have the Spanish  at your house tomorrow,vamos a tener el español en su casa mañana
Spanish,English,sillín,saddle
English,Spanish,bees,las abejas
Spanish,English,de todos modos,anyway
English,Spanish,it is the second time,Es la segunda vez
English,Spanish,i miss you,Te echo de menos
Spanish,German,rojada merluza,rojada Seehecht
Spanish,English,rebozada,Breaded
Spanish,English,viviendas,households
Spanish,English,cansago,Tired
English,Spanish,something we can share,Algo que podemos compartir
Spanish,English,por eso,because
English,Spanish,hopefully,Ojalá
Spanish,English,ojalá pronto,I hope so soon
Spanish,English,es mutuo,it is mutual
Spanish,English,serie de acontecimientos,Series of events
Spanish,English,"Salvo una sola vez. Ocurrió cierta tarde de primavera, unos dos años antes.","Except once. It happened some spring afternoon, about two years earlier."
Spanish,English,de ese color sólo adquieren con mucho ejercicio y jabón muy caro.,Of that color only acquire with much exercise and very expensive soap.
Spanish,English,elige,choose
English,Spanish,you choose a password for me,Elige una contraseña para mí
English,Spanish,and what do you study,y que estudias
Spanish,English,cobertura,coverage
Spanish,English,rendimiento,performance
Spanish,English,basandonos,Based
Spanish,English,suspension,suspension
English,Spanish,are you expecting someone,Esperas a alguien
Spanish,English,asi que,so
Spanish,English,bastante claro,quite clear
English,Spanish,but nothing happens,pero nada pasa
Spanish,English,dijiste,you said
Spanish,English,donde pone,Where does
English,Spanish,hopefully soon,espero que pronto
English,Spanish,i have to get the last train,Tengo que coger el último tren
English,Spanish,i like to change this,me gustaría cambiar este
Spanish,English,la vida nocturna,night life
Spanish,English,le ponga,I put
Spanish,English,me de igual todo,I do not care about everything
Spanish,English,ojala,hopefully
Spanish,English,salir,get out
Spanish,English,tienes herramientas,Do you have tools
English,Spanish,this is the book a told you i like,Este es el libro que te dije que me gusta
Spanish,English,nos llamamos,We call each other
Spanish,English,me llaman la atención,they interest me
Spanish,English,incertidumbre,uncertainty
Spanish,English,flujo,flow
Spanish,English,aislamiento,isolation
Spanish,English,debido,due
Spanish,English,meter,put
Spanish,English,deben ser,must be
Spanish,English,dicha,Said
Spanish,English,revision cruzada,Cross review
Spanish,English,entregará,Will deliver
Spanish,English,calidad,quality
Spanish,English,me ha llegado a la,I have arrived at
Spanish,English,me ha llegado a la patata,The potato has come to me
Spanish,English,creo que tengo que cavar otra tunel para zookeeper,I think i have to dig another tunnel for zookeeper
Spanish,English,tienes herramientas,you have tools
Spanish,English,una cosilla,A little thing
English,Spanish,rope,cuerda
Spanish,English,nocturno,night
Spanish,English,hazlos mejores,Make them better
Spanish,English,compruebas,You verify
Spanish,English,volver,return
Spanish,English,chatear,To chat
Spanish,English,quedar con amigos,stay with friends
English,Spanish,we are staying with friends,Nos quedamos con amigos
Spanish,English,nosotros escuchamos música,we listen to music
Spanish,English,te aviso esta a tope los domingos,"I warn you, it's full on Sundays"
Spanish,English,a tope de calidad,Top quality
English,Spanish,alberto doesn't drive well,Alberto no conduce bien
Spanish,English,llamada,call
English,Spanish,we went to the cinema,fuimos al cine
Spanish,English,nosotros escuchamos musica,we listen to music
English,Spanish,premiere,estreno
English,Spanish,release,lanzamiento
English,Spanish,launching,lanzamiento
Spanish,English,lanzar,throw
English,Spanish,deliver,entregar
Spanish,English,puesta,put
English,Spanish,bastante,Bastante
Spanish,English,tiroteo,Shooting
Spanish,English,tareas,chores
Spanish,English,assusados,Astonished
Spanish,English,recursos,means
Spanish,English,claves,Keys
Spanish,English,alcanzar,reach
English,Spanish,achieve,lograr
Spanish,English,macizos,Massifs
Spanish,English,vinculado,linked
Spanish,German,inercia,Trägheit
Spanish,English,plenamente,Fully
Spanish,English,respetuosa,Respectful
Spanish,English,influye,influences
German,Spanish,was macht ihr an wochenenden,Que haces los fines de semana
Spanish,German,esquiar,Zum skifahren
Spanish,English,menudo,often
Spanish,English,agujetas,shoelace
Spanish,English,aqui destacamos sobre las,here we highlight on
Spanish,English,cuidate,Beware
Spanish,English,el tapiz,the skin
Spanish,English,lenta,slow
Spanish,English,los leones no comen hierba,Lions do not eat grass
Spanish,English,mito de entrenamiento,myth training
Spanish,English,antes,before
Spanish,English,a corto plazo,short term
English,Spanish,a corto plazo,Un corto plazo
Spanish,English,manera,way
Spanish,English,corra,Run
Spanish,English,fuerzo,Force
Spanish,English,mantenerlo,Keep it
Spanish,English,sale mal,goes wrong
Spanish,English,encarras,charges
Spanish,English,edifico,building
Spanish,English,lugar,place
German,Spanish,was machen wir an wochenenden,que hacemos los fines de semana
Spanish,English,alojarse,stay
Spanish,English,furgoneta,van
Spanish,English,empaste dental,dental filling
Spanish,English,costando,costing
Spanish,English,con ciencia,awareness
Spanish,English,apoyo,support for
Spanish,English,mas peso,more weight
Spanish,English,valientes,brave
Spanish,English,estirar,to stretch
Spanish,English,mito de entrenamiento,training myth
Spanish,English,aqui destacamos sobre las,here we highlight the
Spanish,English,agujetas,shoelaces
English,German,formation,Bildung
Spanish,English,y así Noé tras el diluvio,and so Noah after the flood
Spanish,English,no me digas,do not tell me
Spanish,German,junio,juni
Spanish,German,lonchas,scheiben
German,Spanish,ziegenkäse,queso de cabra
Spanish,German,encarras,Gebühren
Spanish,English,trasteros,storerooms
Spanish,German,bachita,kleine Hündin
Spanish,German,un truco,ein Trick
Spanish,German,impone,auferlegt
Spanish,English,impone,imposes
Spanish,English,irrumpe,bursts
Spanish,English,pizarra,Board
Spanish,English,tarea,homework
Spanish,English,coja,fuck
Spanish,English,una peticion de equipo,a team request
Spanish,English,subtareas,subtasks
Spanish,English,envía,sends
Spanish,English,envíar,submit
German,Spanish,adern,venas
Spanish,English,terrenos,land
Spanish,English,lo que tenemos,what we have
Spanish,German,no me digas,sag es mir nicht
German,Spanish,can I take a picture for my mother to show her the great fish you have,puedo tomar una foto para que mi madre le muestre el gran pez que tiene
German,Spanish,darf ich ein foto machen,Puedo tomar una foto
English,Spanish,my working hours have changed.i have to pick one day to work longer.i probably have to choose wednesday,mis horas de trabajo han cambiado. tengo que elegir un día para trabajar más tiempo. probablemente tenga que elegir miércoles
English,Spanish,short term,término corto
Spanish,English,fregasuelo,Sink
German,Spanish,what did you do at the weekend,Que hiciste el fin de semana
Spanish,English,me olvidado mi moneta,I forgot my money
Spanish,English,repente,suddenly
Spanish,English,despedía,farewell
Spanish,English,idioma,language
Spanish,German,rendimiento,Leistung
Spanish,German,sandia,Wassermelone
English,Spanish,are you going to the airport,Vas al aeropuerto
Spanish,English,concha,shell
Spanish,German,entrenamiento,ausbildung
Spanish,English,entrenamiento,training
Spanish,German,depiladas,rasiert
Spanish,English,depiladas,shaved
Spanish,English,tengo que depilarme más a menudo que con otros métodos,I have to shave more often than with other methods
Spanish,English,alejando,putting away
Spanish,English,dispositivo fuente,source device
Spanish,English,dispositivo,device
Spanish,English,fuente,source
Spanish,English,desequilibradas,unbalanced
Spanish,English,valiente,brave
Spanish,English,hacarlo,make it
Spanish,English,no vuelve,does not come back
Spanish,English,fijamos,we set
Spanish,English,caída,drop
Spanish,English,formación,training
Spanish,English,que sea,to be
Spanish,English,para hacerlo,to do it
Spanish,English,que cubra,that covers
Spanish,English,por lo tanto,Thus
Spanish,English,no saca,does not remove
Spanish,German,impuido,unterstellte
Spanish,English,sobre todo,especially
Spanish,English,cojo,lame
Spanish,English,os doy,I give them to you
Spanish,English,hay si que,yes there is
Spanish,English,campojas,coaches
Spanish,English,enfermeria,Nursing
Spanish,English,fecha fichadas,date signed
Spanish,German,imbuido,durchdrungen
Spanish,English,tu haces ejercicio,you work out
English,Spanish,a lot of work,un montón de trabajo
Spanish,English,monton,heap
Spanish,English,si que bien,yes good
Spanish,German,arandanos,Preiselbeeren
Spanish,English,crujiente,crunchy
Spanish,English,encima.entre.detras.delante.entre.centro.debajo.,above. between. behind. in front. between. center. below.
English,Spanish,maybe one of the doctors can take a look.one of my crowns is shaky,tal vez uno de los médicos puede echar un vistazo. una de mis coronas es temblorosa
Spanish,English,coger,take
Spanish,English,jamás,Never
English,Spanish,the third from the back,el tercero de la espalda
English,Spanish,the third from the atras,el tercero desde atras
Spanish,English,descardos,droppings
Spanish,English,cualquier,any
Spanish,English,dudas,Doubts
Spanish,English,nivel,level
Spanish,English,pues,well
Spanish,English,mantar,keep
Spanish,English,mas pequeño interessa,smaller matter
Spanish,English,mas pequeño,smaller
Spanish,English,dejar de cluster,to stop clustering
Spanish,English,los modules tengan,the modules have
Spanish,English,manda la caja,send the box
Spanish,English,sudadera,sweatshirt
English,Spanish,i called yesterday,llamé ayer
English,Spanish,mushrooms,setas
Spanish,English,despierto,awake
Spanish,English,aburrido,bored
Spanish,English,le pequenita es mala,The little one is bad
Spanish,English,venido,I come
Spanish,English,hacermos una cosa,do one thing
English,Spanish,flat tire,neumático desinflado
English,Spanish,does it have a bathtub.When can i see the flat.,tiene una bañera ¿Cuándo puedo ver el piso?
Spanish,English,metas,goals
English,Spanish,so what time should i come by your house,"Entonces, ¿a qué hora debo pasar por tu casa?"
English,Spanish,i have the coffee outside,tengo el café afuera
Spanish,English,no trampas,no traps
Spanish,English,fichero adjunto,attached document
Spanish,English,mostrar,to show
Spanish,English,más fina,thinner
Spanish,English,con cualquiera,with anyone
Spanish,English,siguiendo,Following
Spanish,English,tanto como,as much as
Spanish,English,promesas,promises
English,Spanish,i have to go to the bathroom,tengo que ir al baño
English,Spanish,did you call me?,¿Me llamaste?
English,Spanish,hey man.i am not coming by your house today.next time..,Hey hombre. No voy a venir a tu casa hoy. la próxima vez..
English,Spanish,I would like to see the apartment.i have time after 15:30 every day except wednesday only after 18:30.,"Me gustaría ver el departamento. tengo tiempo después de las 15:30 todos los días, excepto el miércoles solo después de las 18:30."
English,Spanish,at 2 o'clock,a las 2 en punto
English,Spanish,one from each,uno de cada
Spanish,English,olla,cooking pot
English,Spanish,does it have a bathtub.when can i see the flat.,tiene una bañera cuando puedo ver el piso
Spanish,English,colchon,mattress
English,Spanish,the third from,el tercero de
English,Spanish,the third,el tercero
Spanish,English,tareas del hogar,homework
Spanish,English,demasiado tarde,too late
Spanish,English,grabado,Recorded
Spanish,English,el vello crece mas fuerte,the hair grows stronger
English,Spanish,what should i do when the swelling gets stronger,¿Qué debo hacer cuando la hinchazón se vuelve más fuerte?
